Name,Gun,Manufacturer,Burst,Element,Class,Rarity,Reload Time,Ammo,RoF,RoF/60,Burst value,"F1, 0.000","F2, 0.033","F3, 0.067","F4, 0.100","F5, 0.133","F6, 0.167","F7, 0.200","F8, 0.233","F9, 0.267","F10, 0.300","F11, 0.333","F12, 0.367","F13, 0.400","F14, 0.433","F15, 0.467","F16, 0.500","F17, 0.533","F18, 0.567","F19, 0.600","F20, 0.633","F21, 0.667","F22, 0.700","F23, 0.733","F24, 0.767","F25, 0.800","F26, 0.833","F27, 0.867","F28, 0.900","F29, 0.933","F30, 0.967","F31, 1.000","F32, 1.033","F33, 1.067","F34, 1.100","F35, 1.133","F36, 1.167","F37, 1.200","F38, 1.233","F39, 1.267","F40, 1.300","F41, 1.333","F42, 1.367","F43, 1.400","F44, 1.433","F45, 1.467","F46, 1.500","F47, 1.533","F48, 1.567","F49, 1.600","F50, 1.633","F51, 1.667","F52, 1.700","F53, 1.733","F54, 1.767","F55, 1.800","F56, 1.833","F57, 1.867","F58, 1.900","F59, 1.933","F60, 1.967","F61, 2.000","F62, 2.033","F63, 2.067","F64, 2.100","F65, 2.133","F66, 2.167","F67, 2.200","F68, 2.233","F69, 2.267","F70, 2.300","F71, 2.333","F72, 2.367","F73, 2.400","F74, 2.433","F75, 2.467","F76, 2.500","F77, 2.533","F78, 2.567","F79, 2.600","F80, 2.633","F81, 2.667","F82, 2.700","F83, 2.733","F84, 2.767","F85, 2.800","F86, 2.833","F87, 2.867","F88, 2.900","F89, 2.933","F90, 2.967","F91, 3.000","F92, 3.033","F93, 3.067","F94, 3.100","F95, 3.133","F96, 3.167","F97, 3.200","F98, 3.233","F99, 3.267","F100, 3.300","F101, 3.333","F102, 3.367","F103, 3.400","F104, 3.433","F105, 3.467","F106, 3.500","F107, 3.533","F108, 3.567","F109, 3.600","F110, 3.633","F111, 3.667","F112, 3.700","F113, 3.733","F114, 3.767","F115, 3.800","F116, 3.833","F117, 3.867","F118, 3.900","F119, 3.933","F120, 3.967","F121, 4.000","F122, 4.033","F123, 4.067","F124, 4.100","F125, 4.133","F126, 4.167","F127, 4.200","F128, 4.233","F129, 4.267","F130, 4.300","F131, 4.333","F132, 4.367","F133, 4.400","F134, 4.433","F135, 4.467","F136, 4.500","F137, 4.533","F138, 4.567","F139, 4.600","F140, 4.633","F141, 4.667","F142, 4.700","F143, 4.733","F144, 4.767","F145, 4.800","F146, 4.833","F147, 4.867","F148, 4.900","F149, 4.933","F150, 4.967"
Julia,AR,Missilis,B3,Iron,Attacker,SSR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
Privaty,AR,Elysion,B3,Water,Attacker,SSR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
Rapi,AR,Elysion,B3,Fire,Attacker,SR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
Rosanna: Chic Ocean,AR,Tetra,B2,Wind,Supporter,SSR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
Rupee,AR,Tetra,B2,Iron,Attacker,SSR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
Rupee: Winter Shopper,AR,Tetra,B1,Electric,Supporter,SSR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
Sin,AR,Missilis,B2,Electric,Defender,SSR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
Soldier EG,AR,Elysion,B3,Electric,Attacker,SR,2,60,720,12,0.175,0.175,0.175,0.175,0.175,0.35,0.35,0.35,0.525,0.525,0.525,0.7,0.7,0.7,0.875,0.875,0.875,1.05,1.05,1.05,1.225,1.225,1.225,1.4,1.4,1.4,1.575,1.575,1.575,1.75,1.75,1.75,1.75,1.925,1.925,1.925,2.1,2.1,2.1,2.275,2.275,2.275,2.45,2.45,2.45,2.625,2.625,2.625,2.8,2.8,2.8,2.975,2.975,2.975,3.15,3.15,3.15,3.325,3.325,3.325,3.5,3.5,3.5,3.5,3.675,3.675,3.675,3.85,3.85,3.85,4.025,4.025,4.025,4.2,4.2,4.2,4.375,4.375,4.375,4.55,4.55,4.55,4.725,4.725,4.725,4.9,4.9,4.9,5.075,5.075,5.075,5.25,5.25,5.25,5.25,5.425,5.425,5.425,5.6,5.6,5.6,5.775,5.775,5.775,5.95,5.95,5.95,6.125,6.125,6.125,6.3,6.3,6.3,6.475,6.475,6.475,6.65,6.65,6.65,6.825,6.825,6.825,6.825,7,7,7,7.175,7.175,7.175,7.35,7.35,7.35,7.525,7.525,7.525,7.7,7.7,7.7,7.875,7.875,7.875,8.05,8.05,8.05,8.225,8.225,8.225,8.4,8.4,8.4,8.575
Mica:Snow Buddy(level 1 s2),SMG,Tetra,B1,Iron,Supporter,SSR,2,60,1440,24,0.1466666667,0.1466666667,0.1466666667,0.2933333333,0.2933333333,0.44,0.5866666667,0.5866666667,0.7333333333,0.88,0.88,1.026666667,1.173333333,1.173333333,1.32,1.466666667,1.466666667,1.613333333,1.613333333,1.76,1.906666667,1.906666667,2.053333333,2.2,2.2,2.346666667,2.493333333,2.493333333,2.64,2.786666667,2.786666667,2.933333333,2.933333333,3.08,3.226666667,3.226666667,3.373333333,3.52,3.52,3.666666667,3.813333333,3.813333333,3.96,4.106666667,4.106666667,4.253333333,4.4,4.4,4.546666667,4.546666667,4.693333333,4.84,4.84,4.986666667,5.133333333,5.133333333,5.28,5.426666667,5.426666667,5.573333333,5.72,5.72,5.866666667,5.866666667,6.013333333,6.16,6.16,6.306666667,6.453333333,6.453333333,6.6,6.746666667,6.746666667,6.893333333,7.04,7.04,7.186666667,7.186666667,7.333333333,7.48,7.48,7.626666667,7.773333333,7.773333333,7.92,8.066666667,8.066666667,8.213333333,8.36,8.36,8.506666667,8.653333333,8.653333333,8.8,8.8,8.946666667,9.093333333,9.093333333,9.24,9.386666667,9.386666667,9.533333333,9.68,9.68,9.826666667,9.973333333,9.973333333,10.12,10.12,10.26666667,10.41333333,10.41333333,11.88,10.70666667,10.70666667,10.85333333,11,11,11.14666667,11.29333333,11.29333333,11.44,11.44,11.58666667,11.73333333,11.73333333,11.88,12.02666667,12.02666667,12.17333333,12.32,12.32,12.46666667,12.61333333,12.61333333,12.76,12.90666667,12.90666667,13.05333333,13.05333333,13.2,13.34666667,13.34666667,13.49333333,13.64,13.64,13.78666667,13.93333333,13.93333333,15.18,15.18
Crow,Dual SMG,Missilis,B3,Fire,Defender,SSR,2,135,1440,24,0.1333333333,0.1333333333,0.1333333333,0.2666666667,0.2666666667,0.4,0.5333333333,0.5333333333,0.6666666667,0.8,0.8,0.9333333333,1.066666667,1.066666667,1.2,1.333333333,1.333333333,1.466666667,1.466666667,1.6,1.733333333,1.733333333,1.866666667,2,2,2.133333333,2.266666667,2.266666667,2.4,2.533333333,2.533333333,2.666666667,2.666666667,2.8,2.933333333,2.933333333,3.066666667,3.2,3.2,3.333333333,3.466666667,3.466666667,3.6,3.733333333,3.733333333,3.866666667,4,4,4.133333333,4.133333333,4.266666667,4.4,4.4,4.533333333,4.666666667,4.666666667,4.8,4.933333333,4.933333333,5.066666667,5.2,5.2,5.333333333,5.333333333,5.466666667,5.6,5.6,5.733333333,5.866666667,5.866666667,6,6.133333333,6.133333333,6.266666667,6.4,6.4,6.533333333,6.533333333,6.666666667,6.8,6.8,6.933333333,7.066666667,7.066666667,7.2,7.333333333,7.333333333,7.466666667,7.6,7.6,7.733333333,7.866666667,7.866666667,8,8,8.133333333,8.266666667,8.266666667,8.4,8.533333333,8.533333333,8.666666667,8.8,8.8,8.933333333,9.066666667,9.066666667,9.2,9.2,9.333333333,9.466666667,9.466666667,9.6,9.733333333,9.733333333,9.866666667,10,10,10.13333333,10.26666667,10.26666667,10.4,10.4,10.53333333,10.66666667,10.66666667,10.8,10.93333333,10.93333333,11.06666667,11.2,11.2,11.33333333,11.46666667,11.46666667,11.6,11.73333333,11.73333333,11.86666667,11.86666667,12,12.13333333,12.13333333,12.26666667,12.4,12.4,12.53333333,12.66666667,12.66666667,12.8,12.93333333
Quency,Dual SMG,Missilis,B2,Electric,Supporter,SSR,2,135,1440,24,0.1333333333,0.1333333333,0.1333333333,0.2666666667,0.2666666667,0.4,0.5333333333,0.5333333333,0.6666666667,0.8,0.8,0.9333333333,1.066666667,1.066666667,1.2,1.333333333,1.333333333,1.466666667,1.466666667,1.6,1.733333333,1.733333333,1.866666667,2,2,2.133333333,2.266666667,2.266666667,2.4,2.533333333,2.533333333,2.666666667,2.666666667,2.8,2.933333333,2.933333333,3.066666667,3.2,3.2,3.333333333,3.466666667,3.466666667,3.6,3.733333333,3.733333333,3.866666667,4,4,4.133333333,4.133333333,4.266666667,4.4,4.4,4.533333333,4.666666667,4.666666667,4.8,4.933333333,4.933333333,5.066666667,5.2,5.2,5.333333333,5.333333333,5.466666667,5.6,5.6,5.733333333,5.866666667,5.866666667,6,6.133333333,6.133333333,6.266666667,6.4,6.4,6.533333333,6.533333333,6.666666667,6.8,6.8,6.933333333,7.066666667,7.066666667,7.2,7.333333333,7.333333333,7.466666667,7.6,7.6,7.733333333,7.866666667,7.866666667,8,8,8.133333333,8.266666667,8.266666667,8.4,8.533333333,8.533333333,8.666666667,8.8,8.8,8.933333333,9.066666667,9.066666667,9.2,9.2,9.333333333,9.466666667,9.466666667,9.6,9.733333333,9.733333333,9.866666667,10,10,10.13333333,10.26666667,10.26666667,10.4,10.4,10.53333333,10.66666667,10.66666667,10.8,10.93333333,10.93333333,11.06666667,11.2,11.2,11.33333333,11.46666667,11.46666667,11.6,11.73333333,11.73333333,11.86666667,11.86666667,12,12.13333333,12.13333333,12.26666667,12.4,12.4,12.53333333,12.66666667,12.66666667,12.8,12.93333333
Soline,Dual SMG,Elysion,B3,Iron,Attacker,SSR,2,135,1440,24,0.1333333333,0.1333333333,0.1333333333,0.2666666667,0.2666666667,0.4,0.5333333333,0.5333333333,0.6666666667,0.8,0.8,0.9333333333,1.066666667,1.066666667,1.2,1.333333333,1.333333333,1.466666667,1.466666667,1.6,1.733333333,1.733333333,1.866666667,2,2,2.133333333,2.266666667,2.266666667,2.4,2.533333333,2.533333333,2.666666667,2.666666667,2.8,2.933333333,2.933333333,3.066666667,3.2,3.2,3.333333333,3.466666667,3.466666667,3.6,3.733333333,3.733333333,3.866666667,4,4,4.133333333,4.133333333,4.266666667,4.4,4.4,4.533333333,4.666666667,4.666666667,4.8,4.933333333,4.933333333,5.066666667,5.2,5.2,5.333333333,5.333333333,5.466666667,5.6,5.6,5.733333333,5.866666667,5.866666667,6,6.133333333,6.133333333,6.266666667,6.4,6.4,6.533333333,6.533333333,6.666666667,6.8,6.8,6.933333333,7.066666667,7.066666667,7.2,7.333333333,7.333333333,7.466666667,7.6,7.6,7.733333333,7.866666667,7.866666667,8,8,8.133333333,8.266666667,8.266666667,8.4,8.533333333,8.533333333,8.666666667,8.8,8.8,8.933333333,9.066666667,9.066666667,9.2,9.2,9.333333333,9.466666667,9.466666667,9.6,9.733333333,9.733333333,9.866666667,10,10,10.13333333,10.26666667,10.26666667,10.4,10.4,10.53333333,10.66666667,10.66666667,10.8,10.93333333,10.93333333,11.06666667,11.2,11.2,11.33333333,11.46666667,11.46666667,11.6,11.73333333,11.73333333,11.86666667,11.86666667,12,12.13333333,12.13333333,12.26666667,12.4,12.4,12.53333333,12.66666667,12.66666667,12.8,12.93333333
Ludmilla,SMG,Tetra,B1,Water,Defender,SSR,2,60,1440,24,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.4,0.5,0.6,0.6,0.7,0.8,0.8,0.9,1,1,1.1,1.1,1.2,1.3,1.3,1.4,1.5,1.5,1.6,1.7,1.7,1.8,1.9,1.9,2,2,2.1,2.2,2.2,2.3,2.4,2.4,2.5,2.6,2.6,2.7,2.8,2.8,2.9,3,3,3.1,3.1,3.2,3.3,3.3,3.4,3.5,3.5,3.6,3.7,3.7,3.8,3.9,3.9,4,4,4.1,4.2,4.2,4.3,4.4,4.4,4.5,4.6,4.6,4.7,4.8,4.8,4.9,4.9,5,5.1,5.1,5.2,5.3,5.3,5.4,5.5,5.5,5.6,5.7,5.7,5.8,5.9,5.9,6,6,6.1,6.2,6.2,6.3,6.4,6.4,6.5,6.6,6.6,6.7,6.8,6.8,6.9,6.9,7,7.1,7.1,8.1,7.3,7.3,7.4,7.5,7.5,7.6,7.7,7.7,7.8,7.8,7.9,8,8,8.1,8.2,8.2,8.3,8.4,8.4,8.5,8.6,8.6,8.7,8.8,8.8,8.9,8.9,9,9.1,9.1,9.2,9.3,9.3,9.4,9.5,9.5,10.35,10.35
Quency: Escape Queen,Dual SMG,Missilis,B3,Water,Attacker,SSR,2,135,1440,24,0.09866666667,0.09866666667,0.09866666667,0.1973333333,0.1973333333,0.296,0.3946666667,0.3946666667,0.4933333333,0.592,0.592,0.6906666667,0.7893333333,0.7893333333,0.888,0.9866666667,0.9866666667,1.085333333,1.085333333,1.184,1.282666667,1.282666667,1.381333333,1.48,1.48,1.578666667,1.677333333,1.677333333,1.776,1.874666667,1.874666667,1.973333333,1.973333333,2.072,2.170666667,2.170666667,2.269333333,2.368,2.368,2.466666667,2.565333333,2.565333333,2.664,2.762666667,2.762666667,2.861333333,2.96,2.96,3.058666667,3.058666667,3.157333333,3.256,3.256,3.354666667,3.453333333,3.453333333,3.552,3.650666667,3.650666667,3.749333333,3.848,3.848,3.946666667,3.946666667,4.045333333,4.144,4.144,4.242666667,4.341333333,4.341333333,4.44,4.538666667,4.538666667,4.637333333,4.736,4.736,4.834666667,4.834666667,4.933333333,5.032,5.032,5.130666667,5.229333333,5.229333333,5.328,5.426666667,5.426666667,5.525333333,5.624,5.624,5.722666667,5.821333333,5.821333333,5.92,5.92,6.018666667,6.117333333,6.117333333,6.216,6.314666667,6.314666667,6.413333333,6.512,6.512,6.610666667,6.709333333,6.709333333,6.808,6.808,6.906666667,7.005333333,7.005333333,7.104,7.202666667,7.202666667,7.301333333,7.4,7.4,7.498666667,7.597333333,7.597333333,7.696,7.696,7.794666667,7.893333333,7.893333333,7.992,8.090666667,8.090666667,8.189333333,8.288,8.288,8.386666667,8.485333333,8.485333333,8.584,8.682666667,8.682666667,8.781333333,8.781333333,8.88,8.978666667,8.978666667,9.077333333,9.176,9.176,9.274666667,9.373333333,9.373333333,9.472,9.570666667
Clay,SMG,Tetra,B2,Electric,Supporter,SSR,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
D,SMG,Elysion,B3,Wind,Attacker,SSR,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
Epinel,SMG,Missilis,B3,Wind,Attacker,SSR,2,60,1440,24,0.06666666667,0.06666666667,0.06666666667,0.1333333333,0.1333333333,0.2,0.2666666667,0.2666666667,0.3333333333,0.4,0.4,0.4666666667,0.5333333333,0.5333333333,0.6,0.6666666667,0.6666666667,0.7333333333,0.7333333333,0.8,0.8666666667,0.8666666667,0.9333333333,1,1,1.066666667,1.133333333,1.133333333,1.2,1.266666667,1.266666667,1.333333333,1.333333333,1.4,1.466666667,1.466666667,1.533333333,1.6,1.6,1.666666667,1.733333333,1.733333333,1.8,1.866666667,1.866666667,1.933333333,2,2,2.066666667,2.066666667,2.133333333,2.2,2.2,2.266666667,2.333333333,2.333333333,2.4,2.466666667,2.466666667,2.533333333,2.6,2.6,2.666666667,2.666666667,2.733333333,2.8,2.8,2.866666667,2.933333333,2.933333333,3,3.066666667,3.066666667,3.133333333,3.2,3.2,3.266666667,3.266666667,3.333333333,3.4,3.4,3.466666667,3.533333333,3.533333333,3.6,3.666666667,3.666666667,3.733333333,3.8,3.8,3.866666667,3.933333333,3.933333333,4,4,4.066666667,4.133333333,4.133333333,4.2,4.266666667,4.266666667,4.333333333,4.4,4.4,4.466666667,4.533333333,4.533333333,4.6,4.6,4.666666667,4.733333333,4.733333333,5.4,4.866666667,4.866666667,4.933333333,5,5,5.066666667,5.133333333,5.133333333,5.2,5.2,5.266666667,5.333333333,5.333333333,5.4,5.466666667,5.466666667,5.533333333,5.6,5.6,5.666666667,5.733333333,5.733333333,5.8,5.866666667,5.866666667,5.933333333,5.933333333,6,6.066666667,6.066666667,6.133333333,6.2,6.2,6.266666667,6.333333333,6.333333333,6.9,6.9
